x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_group__groupe_periode,period_value__valeur_periode,province__province,year__annee,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_min__temp_min,temp_min_units__temp_min_unites,temp_max__temp_max,temp_max_units__temp_max_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-105.1,69.1,69.1,-105.1,2400602.2014,2400602,Annual,Ann,NU,2014,-13.6,C,-16.8,C,-10.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.1,69.1,69.1,-105.1,2400602.2015,2400602,Annual,Ann,NU,2015,-12.7,C,-15.8,C,-9.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.1,69.1,69.1,-105.1,2400602.2016,2400602,Annual,Ann,NU,2016,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.1,69.1,69.1,-105.1,2400602.2017,2400602,Annual,Ann,NU,2017,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.1,69.1,69.1,-105.1,2400602.2018,2400602,Annual,Ann,NU,2018,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.1,69.1,69.1,-105.1,2400602.2019,2400602,Annual,Ann,NU,2019,-12.7,C,-15.9,C,-9.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.1990,2400635,Annual,Ann,NU,1990,,C,,C,,C,633.1,mm,164.8,mm,468.2,mm,1008.2,hPa,1002.1,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.1991,2400635,Annual,Ann,NU,1991,,C,,C,,C,571.4,mm,140.5,mm,430.9,mm,1010,hPa,1003.8,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.1992,2400635,Annual,Ann,NU,1992,,C,,C,,C,550.9,mm,138.4,mm,412.5,mm,1010.4,hPa,1004.2,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.1993,2400635,Annual,Ann,NU,1993,,C,,C,,C,624.8,mm,222,mm,402.8,mm,1009.7,hPa,1003.5,hPa,,kph
